name,category,source,symbol,isin,ref_name,yahoo_name,overlap,currency_ok,yahoo_currency,yahoo_type,verdict,recommendation
NSF SICAV WEALTH DEFENDER GLOBAL EQUITY FUND C USD ACC USD,GLOBAL,FT-ISIN->Yahoo,0P0001SAYJ,LU2637817243,NSF SICAV Wealth Defender Glbl Eq C USD,NSF SICAV Wealth Defender Glbl,1.0,True,USD,MUTUALFUND,确认,可用
NSF WEALTH DEFENDER GLOBAL EQUITY A ACC USD,GLOBAL,FT-ISIN->Yahoo,0P0001CXPX,LU1347437607,NSF SICAV Wealth Defender Global Equity Fund A USD,NSF SICAV Wealth Defender Glbl Eq A USD,0.6,True,USD,MUTUALFUND,确认,可用
PACIFIC NORTH AMERICAN OPPORTUNITIES R3 USD,AMERICAN,Yahoo按名称,0P0001R0U7,,PACIFIC NORTH AMERICAN OPPORTUNITIES R3 USD,Pacific North American Opportunities,1.0,True,USD,MUTUALFUND,确认,可用
PGIM GLOBAL REAL SEL RE SECURITIES I ACC USD,GLOBAL,Yahoo按名称,PURGX,,PGIM GLOBAL REAL SEL RE SECURITIES I ACC USD,PGIM Global Real Estate R4,0.6,True,USD,MUTUALFUND,确认,可用
PGIM JENNISON GLOBAL EQUITY OPPORTUNITIES I ACC USD,GLOBAL,Yahoo按名称,0P0001DZEF,,PGIM JENNISON GLOBAL EQUITY OPPORTUNITIES I ACC USD,PGIM Jennison Global Equity Opportunities Fund,1.0,True,USD,MUTUALFUND,确认,可用
PICTET GLOBAL ENVIRONMENTAL OPPORTUNITIES I USD ACC USD,GLOBAL,FT-ISIN->Yahoo,0P0001EVPJ,LU1901200318,Pictet - Global Environmental Opportunities I dy USD,Pictet - Global Envir Opps I dy USD,0.6,True,USD,MUTUALFUND,确认,可用
PICTET-GLOBAL ENVIRONMENTAL OPPORTUNITIES HP ACC USD,GLOBAL,FT-ISIN->Yahoo,0P0001CKEL,LU0503633330,Pictet - Global Environmental Opportunities HP USD,Pictet - Global Environmental Opportunities,1.0,True,USD,MUTUALFUND,确认,可用
PIMCO GIS GLOBAL INV GRADE CREDIT INST INC USD USD,GLOBAL,Yahoo按名称,0P0000HOIQ,IE0034085260,PIMCO GIS GLOBAL INV GRADE CREDIT INST INC USD USD,PIMCO GIS Global Investment Grade Credit Fund H Institutional USD Accumulation,0.71,True,USD,MUTUALFUND,确认,可用
PIMCO GIS GLOBAL INVEST GRADE CREDIT HDGD E ACC USD USD,GLOBAL,Yahoo按名称,0P0000HOIQ,,PIMCO GIS GLOBAL INVEST GRADE CREDIT HDGD E ACC USD USD,PIMCO GIS Global Investment Grade Credit Fund H Institutional USD Accumulation,0.71,True,USD,MUTUALFUND,确认,可用
PIMCO GIS GLOBAL INVEST GRADE CREDIT INST ACC USD USD,GLOBAL,Yahoo按名称,0P0000HOIQ,IE0034085260,PIMCO GIS GLOBAL INVEST GRADE CREDIT INST ACC USD USD,PIMCO GIS Global Investment Grade Credit Fund H Institutional USD Accumulation,0.71,True,USD,MUTUALFUND,确认,可用
POLAR CAPITAL FUND GLOBAL INSURANCE I USD DIS USD,GLOBAL,Yahoo按名称,0P0000M892,,POLAR CAPITAL FUND GLOBAL INSURANCE I USD DIS USD,Polar Capital Global Tech I Inc,0.75,True,USD,MUTUALFUND,确认,可用
POLAR CAPITAL FUNDS NORTH AMERICAN I INC USD,AMERICAN,Yahoo按名称,0P0000M892,,POLAR CAPITAL FUNDS NORTH AMERICAN I INC USD,Polar Capital Global Tech I Inc,0.5,True,USD,MUTUALFUND,确认,可用
POLAR CAPITAL GLOBAL TECH FD USD,GLOBAL,Yahoo按名称,0P0000M892,,POLAR CAPITAL GLOBAL TECH FD USD,Polar Capital Global Tech I Inc,1.0,True,USD,MUTUALFUND,确认,可用
RANMORE GLOBAL EQUITY FUND INST USD ACC USD,GLOBAL,Yahoo按名称,0P0001QRG7,,RANMORE GLOBAL EQUITY FUND INST USD ACC USD,Ranmore Global Equity Fund,1.0,True,USD,MUTUALFUND,确认,可用
REMITLY GLOBAL INC USD,GLOBAL,Yahoo按名称,RELY,,REMITLY GLOBAL INC USD,"Remitly Global, Inc.",1.0,True,USD,EQUITY,确认,可用
S&P GLOBAL INC COM USD1 USD,GLOBAL,Yahoo按名称,SPGI,,S&P GLOBAL INC COM USD1 USD,S&P Global Inc.,1.0,True,USD,EQUITY,确认,可用
SCHRODER INTL SEL GLOBAL GOLD A USD ACC USD,GLOBAL,Yahoo按名称,0P0000TY84,,SCHRODER INTL SEL GLOBAL GOLD A USD ACC USD,SEB LI Schroder Intl Sel Global Eq USD,0.8,True,USD,MUTUALFUND,确认,可用
SCHRODER INTL SEL GLOBAL MULTI-ASSET ALLOCATI USD,GLOBAL,Yahoo按名称,0P0000TY84,,SCHRODER INTL SEL GLOBAL MULTI-ASSET ALLOCATI USD,SEB LI Schroder Intl Sel Global Eq USD,0.57,True,USD,MUTUALFUND,确认,可用
SCHRODER ISF GLOBAL CITIES A ACC USD,GLOBAL,FT-ISIN->Yahoo,0P00001E4P,LU0224508324,Schroder International Selection Fund Global Cities A Accumulation USD,Schroder ISF Global Cities A Acc USD,0.75,True,USD,MUTUALFUND,确认,可用
SUMITOMO MITSUI FINANCIAL 5.766 % MEDIUM TERM NOTES 2023-13.01.33 GLOBAL USD,GLOBAL,Yahoo按名称,SMFG,,SUMITOMO MITSUI FINANCIAL 5.766 % MEDIUM TERM NOTES 2023-13.01.33 GLOBAL USD,"Sumitomo Mitsui Financial Group, Inc.",0.75,True,USD,EQUITY,确认,可用
TOYOTA MOTOR CREDIT CORP 3.05 % MEDIUM TERM NOTES 2022-22.03.27 GLOBAL SER B USD,GLOBAL,Yahoo按名称,TM,,TOYOTA MOTOR CREDIT CORP 3.05 % MEDIUM TERM NOTES 2022-22.03.27 GLOBAL SER B USD,Toyota Motor Corporation,1.0,True,USD,EQUITY,确认,可用
UBAM GLOBAL EQUITY IC ACC USD,GLOBAL,FT-ISIN->Yahoo,0P0001DZRW,LU1808465147,UBAM - Tech Global Leaders Equity IC USD,UBAM Tech Global Leaders Equity IC USD,1.0,True,USD,MUTUALFUND,确认,可用
UBAM TECH GLOBAL LEADERS EQUITY IC USD ACC USD,GLOBAL,FT-ISIN->Yahoo,0P0001DZRW,LU1808465147,UBAM - Tech Global Leaders Equity IC USD,UBAM Tech Global Leaders Equity IC USD,1.0,True,USD,MUTUALFUND,确认,可用
UNITED STATES OF AMERICA 0 % TREASURY BILLS 2025-21.05.26 USD,AMERICAN,Yahoo按名称,USO,,UNITED STATES OF AMERICA 0 % TREASURY BILLS 2025-21.05.26 USD,"United States Oil Fund, LP",0.5,True,USD,ETF,确认,可用
UNITED STATES OF AMERICA 0 % TREASURY BILLS 2026-21.07.26 USD,AMERICAN,Yahoo按名称,USO,,UNITED STATES OF AMERICA 0 % TREASURY BILLS 2026-21.07.26 USD,"United States Oil Fund, LP",0.5,True,USD,ETF,确认,可用
UNITED STATES OF AMERICA 0 % TREASURY BILLS 2026-23.06.26 USD,AMERICAN,Yahoo按名称,USO,,UNITED STATES OF AMERICA 0 % TREASURY BILLS 2026-23.06.26 USD,"United States Oil Fund, LP",0.5,True,USD,ETF,确认,可用
UNITED STATES OF AMERICA 0 % TREASURY BILLS 2026-23.07.26 USD,AMERICAN,Yahoo按名称,USO,,UNITED STATES OF AMERICA 0 % TREASURY BILLS 2026-23.07.26 USD,"United States Oil Fund, LP",0.5,True,USD,ETF,确认,可用
UNITED STATES OF AMERICA 3.125 % TREASURY NOTES 2018-15.11.28 USD,AMERICAN,Yahoo按名称,USO,,UNITED STATES OF AMERICA 3.125 % TREASURY NOTES 2018-15.11.28 USD,"United States Oil Fund, LP",0.5,True,USD,ETF,确认,可用
UNITED STATES OF AMERICA 3.5 % TREASURY NOTES 2023-15.02.33 USD,AMERICAN,Yahoo按名称,USO,,UNITED STATES OF AMERICA 3.5 % TREASURY NOTES 2023-15.02.33 USD,"United States Oil Fund, LP",0.5,True,USD,ETF,确认,可用
UNITED STATES OF AMERICA 4.125 % TREASURY NOTES USD,AMERICAN,Yahoo按名称,USO,,UNITED STATES OF AMERICA 4.125 % TREASURY NOTES USD,"United States Oil Fund, LP",0.5,True,USD,ETF,确认,可用
VONTOBEL FUND II DUFF & PHELPS GLOBAL LISTED INFRASTRUCTURE B ACC USD,GLOBAL,FT-ISIN->Yahoo,0P0001K1Y4,LU2167913123,Vontobel Fund II - Duff & Phelps Global Listed Infrastructure B USD Cap,Vontobel Fund II - Duff & Phelps Global Listed Infrastructure,1.0,True,USD,MUTUALFUND,确认,可用
