ETF,Fund,N,Same,Lead1,DirAgree
VGIT,FYASX,2483,0.2749,0.0343,0.4464
VGIT,GVPIX,2477,0.8022,0.0064,0.4641
VGIT,GVPSX,2477,0.802,0.0062,0.4653
VGIT,HCPIX,2509,-0.0539,0.0895,0.5108
VGIT,HCPSX,2509,-0.0533,0.0899,0.5096
VGIT,IDPIX,2509,-0.1224,0.0509,0.5016
VGIT,IDPSX,2509,-0.1218,0.051,0.5
VGIT,INPIX,2509,-0.0328,0.055,0.4936
VGIT,INPSX,2509,-0.0315,0.0548,0.4928
VGIT,LGPIX,2509,-0.078,0.0618,0.4936
VGIT,LGPSX,2509,-0.0775,0.0624,0.492
VGIT,LVPIX,2509,-0.1445,0.0702,0.4968
VGIT,LVPSX,2509,-0.144,0.0711,0.4976
VGIT,MDPIX,2509,-0.1031,0.0686,0.4964
VGIT,MDPSX,2509,-0.1023,0.0694,0.4968
VGIT,MGPIX,2509,-0.0752,0.0695,0.5028
VGIT,MGPSX,2509,-0.0723,0.0689,0.5024
VGIT,MLPIX,2509,-0.1203,0.0616,0.4968
VGIT,MLPSX,2509,-0.1196,0.0624,0.4968
VGIT,MPIXX,2509,,,0.0
VGIT,MPSXX,2509,,,0.0
VGIT,OEPIX,2509,-0.1993,-0.0082,0.4693
VGIT,OEPSX,2509,-0.1992,-0.0076,0.4673
VGIT,OTPIX,2509,-0.0664,0.0632,0.496
VGIT,OTPSX,2509,-0.0661,0.0639,0.4944
VGIT,PHPIX,2509,-0.0414,0.0788,0.4892
VGIT,PHPSX,2509,-0.0412,0.0796,0.4896
VGIT,PMPIX,2509,0.245,0.048,0.4717
VGIT,PMPSX,2509,0.245,0.0483,0.4713
VGIT,RDPIX,2509,-0.3267,-0.0442,0.4673
VGIT,RDPSX,2509,-0.3304,-0.0415,0.4685
VGIT,REPIX,2509,0.1066,0.0754,0.5008
VGIT,REPSX,2509,0.106,0.0759,0.4996
VGIT,RRPIX,2477,-0.7959,-0.0116,0.4931
VGIT,RRPSX,2477,-0.8009,-0.0069,0.4919
VGIT,RTPIX,2477,-0.8732,-0.0212,0.4665
VGIT,RTPSX,2477,-0.9147,-0.0138,0.4665
VGIT,SGPIX,2509,-0.0896,0.0701,0.4928
VGIT,SGPSX,2509,-0.0887,0.0707,0.4936
VGIT,SHPIX,2509,0.0953,-0.0684,0.4681
VGIT,SHPSX,2509,0.0962,-0.0693,0.4677
VGIT,SLPIX,2509,-0.0863,0.0614,0.4892
VGIT,SLPSX,2509,-0.086,0.0614,0.4896
VGIT,SMPIX,2509,-0.089,0.0541,0.4976
VGIT,SMPSX,2509,-0.0878,0.0551,0.4964
VGIT,SNPIX,2509,0.2053,-0.0093,0.4801
VGIT,SNPSX,2509,0.2058,-0.0085,0.4785
VGIT,SOPIX,2509,0.0688,-0.0696,0.451
VGIT,SOPSX,2509,0.0683,-0.0692,0.4502
VGIT,SPPIX,2509,-0.2387,-0.055,0.486
VGIT,SPPSX,2509,-0.241,-0.0534,0.4876
VGIT,SRPIX,2509,-0.1042,-0.0812,0.4446
VGIT,SRPSX,2509,-0.1033,-0.0811,0.4418
VGIT,SVPIX,2509,-0.1107,0.0565,0.4892
VGIT,SVPSX,2509,-0.1105,0.057,0.4904
VGIT,TEPIX,2509,-0.0741,0.0553,0.5012
VGIT,TEPSX,2509,-0.0742,0.056,0.5008
VGIT,UAPIX,2509,-0.0852,0.0593,0.49
VGIT,UAPSX,2509,-0.0851,0.0596,0.4896
VGIT,UBPIX,2509,-0.0684,0.0145,0.4661
VGIT,UBPSX,2509,-0.0677,0.0145,0.4661
VGIT,UCPIX,2509,0.086,-0.0621,0.4713
VGIT,UCPSX,2509,0.0862,-0.0624,0.4709
VGIT,UDPIX,2509,-0.1366,0.072,0.4976
VGIT,UDPSX,2509,-0.1361,0.0728,0.4968
VGIT,UEPIX,2509,-0.1048,0.0758,0.4749
VGIT,UEPSX,2509,-0.1034,0.0755,0.4745
VGIT,UFPIX,2509,0.0664,-0.0164,0.492
VGIT,UFPSX,2509,0.0666,-0.0156,0.492
VGIT,UGPIX,2509,-0.0435,0.0404,0.4976
VGIT,UGPSX,2509,-0.0435,0.0406,0.4964
VGIT,UHPIX,2509,0.0435,-0.0421,0.4593
VGIT,UHPSX,2509,0.0432,-0.0422,0.4589
VGIT,UIPIX,2509,0.1044,-0.0683,0.4661
VGIT,UIPSX,2509,0.1051,-0.068,0.4649
VGIT,UJPIX,2509,-0.2086,0.0607,0.5036
VGIT,UJPSX,2509,-0.2057,0.061,0.5028
VGIT,UKPIX,2509,0.2114,-0.0598,0.4526
VGIT,UKPSX,2509,0.2112,-0.0574,0.4537
VGIT,ULPIX,2509,-0.1086,0.0705,0.4996
VGIT,ULPSX,2509,-0.1069,0.0708,0.5
VGIT,UMPIX,2509,-0.1033,0.0664,0.496
VGIT,UMPSX,2509,-0.1029,0.0668,0.4968
VGIT,UNPIX,2509,-0.0343,0.0688,0.4817
VGIT,UNPSX,2509,-0.0339,0.0686,0.4805
VGIT,UOPIX,2509,-0.0651,0.0659,0.5032
VGIT,UOPSX,2509,-0.0637,0.0665,0.5024
VGIT,URPIX,2509,0.111,-0.0681,0.4561
VGIT,URPSX,2509,0.1122,-0.0671,0.4577
VGIT,USPIX,2509,0.0679,-0.0659,0.4593
VGIT,USPSX,2509,0.0676,-0.065,0.4609
VGIT,UTPIX,2509,0.0901,0.0685,0.4908
VGIT,UTPSX,2509,0.0903,0.0698,0.4928
VGIT,UUPIX,2509,-0.0678,0.0586,0.4956
VGIT,UUPSX,2509,-0.0676,0.0591,0.4948
VGIT,UVPIX,2509,0.0687,-0.0623,0.4685
VGIT,UVPSX,2509,0.0689,-0.0613,0.4685
VGIT,UWPIX,2509,0.138,-0.0739,0.4569
VGIT,UWPSX,2509,0.1384,-0.0734,0.4577
VGIT,UXPIX,2509,0.0349,-0.0713,0.4729
VGIT,UXPSX,2509,0.0347,-0.0697,0.4733
VGIT,WCPIX,2509,-0.0249,0.0488,0.4916
VGIT,WCPSX,2509,-0.0249,0.0489,0.4904
VGLT,AFBIX,2483,-0.1698,-0.0252,0.4936
VGLT,AFBSX,2483,-0.1079,-0.0067,0.4927
VGLT,BIPIX,2509,-0.0197,0.0556,0.5068
VGLT,BIPSX,2509,-0.0166,0.0543,0.5084
VGLT,BITIX,1028,-0.0098,0.0114,0.5112
VGLT,BKPIX,2509,-0.2708,0.0168,0.5096
VGLT,BKPSX,2509,-0.2708,0.0171,0.508
VGLT,BLPIX,2509,-0.1469,0.0739,0.5148
VGLT,BLPSX,2509,-0.146,0.0751,0.5112
VGLT,BMPIX,2509,-0.1589,0.0486,0.5088
VGLT,BMPSX,2509,-0.1591,0.0493,0.5092
VGLT,BRPIX,2509,0.1473,-0.0735,0.4526
VGLT,BRPSX,2509,0.1485,-0.073,0.4541
VGLT,BTCFX,1254,0.0061,0.0057,0.4804
VGLT,CNPIX,2509,-0.0796,0.0955,0.5108
VGLT,CNPSX,2509,-0.0791,0.0965,0.5116
VGLT,CYPIX,2509,-0.0576,0.0664,0.5056
VGLT,CYPSX,2509,-0.0569,0.0667,0.506
VGLT,ENPIX,2509,-0.2401,-0.0029,0.4904
VGLT,ENPSX,2509,-0.2399,-0.0024,0.4904
VGLT,ETHFX,356,0.0838,-0.0875,0.4789
VGLT,FDPIX,2509,0.2239,0.0304,0.4557
VGLT,FDPSX,2509,0.2276,0.0367,0.4526
VGLT,FNPIX,2509,-0.2202,0.052,0.5084
VGLT,FNPSX,2509,-0.2199,0.0523,0.5084
VGLT,FYAIX,2483,0.1866,0.028,0.45
VGLT,FYASX,2483,0.1839,0.0309,0.4476
VGLT,GVPIX,2477,0.9851,-0.0025,0.4701
VGLT,GVPSX,2477,0.9851,-0.0026,0.4709
VGLT,HCPIX,2509,-0.093,0.0872,0.5156
VGLT,HCPSX,2509,-0.0922,0.0877,0.5156
VGLT,IDPIX,2509,-0.1646,0.0527,0.5124
VGLT,IDPSX,2509,-0.1639,0.0529,0.51
VGLT,INPIX,2509,-0.0448,0.0558,0.5124
VGLT,INPSX,2509,-0.0428,0.056,0.512
VGLT,LGPIX,2509,-0.1026,0.0663,0.5116
VGLT,LGPSX,2509,-0.1016,0.0668,0.51
VGLT,LVPIX,2509,-0.1906,0.0656,0.5044
VGLT,LVPSX,2509,-0.1898,0.0662,0.5048
VGLT,MDPIX,2509,-0.1374,0.0647,0.512
VGLT,MDPSX,2509,-0.1363,0.0654,0.5124
VGLT,MGPIX,2509,-0.0975,0.0677,0.5167
VGLT,MGPSX,2509,-0.0929,0.0669,0.5159
VGLT,MLPIX,2509,-0.1615,0.0548,0.508
VGLT,MLPSX,2509,-0.1601,0.0557,0.5068
VGLT,MPIXX,2509,,,0.0
VGLT,MPSXX,2509,,,0.0
VGLT,OEPIX,2509,-0.2313,-0.0233,0.4852
VGLT,OEPSX,2509,-0.2314,-0.023,0.4825
VGLT,OTPIX,2509,-0.0856,0.0695,0.5096
VGLT,OTPSX,2509,-0.085,0.0697,0.5072
VGLT,PHPIX,2509,-0.0723,0.0729,0.498
VGLT,PHPSX,2509,-0.0716,0.0737,0.4984
VGLT,PMPIX,2509,0.1859,0.0529,0.4876
VGLT,PMPSX,2509,0.1859,0.0532,0.4872
VGLT,RDPIX,2509,-0.2114,-0.0515,0.4733
VGLT,RDPSX,2509,-0.2144,-0.0489,0.4741
VGLT,REPIX,2509,0.0524,0.0752,0.5124
VGLT,REPSX,2509,0.052,0.0757,0.5116
VGLT,RRPIX,2477,-0.9777,-0.0022,0.5093
VGLT,RRPSX,2477,-0.9843,0.0019,0.5077
VGLT,RTPIX,2477,-0.866,-0.0016,0.4818
VGLT,RTPSX,2477,-0.9083,0.005,0.4818
VGLT,SGPIX,2509,-0.1268,0.0682,0.506
VGLT,SGPSX,2509,-0.1248,0.0688,0.5064
VGLT,SHPIX,2509,0.13,-0.0647,0.4737
VGLT,SHPSX,2509,0.1312,-0.0659,0.4729
VGLT,SLPIX,2509,-0.127,0.0596,0.5048
VGLT,SLPSX,2509,-0.1266,0.0596,0.5048
VGLT,SMPIX,2509,-0.0883,0.0651,0.5044
VGLT,SMPSX,2509,-0.0858,0.0654,0.502
VGLT,SNPIX,2509,0.2398,-0.0002,0.492
VGLT,SNPSX,2509,0.2404,0.0003,0.49
VGLT,SOPIX,2509,0.0888,-0.075,0.4577
VGLT,SOPSX,2509,0.0883,-0.0741,0.4565
VGLT,SPPIX,2509,-0.1806,-0.0598,0.4944
VGLT,SPPSX,2509,-0.1826,-0.0582,0.4948
VGLT,SRPIX,2509,-0.0482,-0.0788,0.4533
VGLT,SRPSX,2509,-0.0476,-0.0795,0.4502
VGLT,SVPIX,2509,-0.1541,0.0478,0.4956
VGLT,SVPSX,2509,-0.1532,0.0482,0.4964
VGLT,TEPIX,2509,-0.0891,0.0631,0.512
VGLT,TEPSX,2509,-0.0889,0.0642,0.5124
VGLT,UAPIX,2509,-0.1267,0.0582,0.5064
VGLT,UAPSX,2509,-0.1266,0.0585,0.506
VGLT,UBPIX,2509,-0.1116,0.0352,0.4773
VGLT,UBPSX,2509,-0.1111,0.0348,0.4765
VGLT,UCPIX,2509,0.1277,-0.0608,0.4777
VGLT,UCPSX,2509,0.1274,-0.0605,0.4765
VGLT,UDPIX,2509,-0.177,0.0728,0.5128
VGLT,UDPSX,2509,-0.1764,0.0732,0.512
VGLT,UEPIX,2509,-0.1509,0.0816,0.4956
VGLT,UEPSX,2509,-0.15,0.0802,0.494
VGLT,UFPIX,2509,0.1094,-0.0366,0.5024
VGLT,UFPSX,2509,0.1098,-0.0361,0.5032
VGLT,UGPIX,2509,-0.0481,0.0594,0.5104
VGLT,UGPSX,2509,-0.0477,0.0596,0.5088
VGLT,UHPIX,2509,0.0491,-0.0619,0.4677
VGLT,UHPSX,2509,0.0485,-0.0618,0.4661
VGLT,UIPIX,2509,0.1422,-0.0629,0.4709
VGLT,UIPSX,2509,0.1425,-0.0625,0.4689
VGLT,UJPIX,2509,-0.1989,0.0683,0.5128
VGLT,UJPSX,2509,-0.1962,0.0683,0.5116
VGLT,UKPIX,2509,0.2029,-0.0672,0.4653
VGLT,UKPSX,2509,0.2025,-0.0655,0.4657
VGLT,ULPIX,2509,-0.1432,0.0727,0.5159
VGLT,ULPSX,2509,-0.1411,0.0733,0.5156
VGLT,UMPIX,2509,-0.1387,0.0619,0.5116
VGLT,UMPSX,2509,-0.1379,0.0622,0.512
VGLT,UNPIX,2509,-0.0909,0.0793,0.4996
VGLT,UNPSX,2509,-0.0905,0.0787,0.5
VGLT,UOPIX,2509,-0.0844,0.0728,0.5179
VGLT,UOPSX,2509,-0.0826,0.0732,0.5183
VGLT,URPIX,2509,0.1474,-0.0695,0.4613
VGLT,URPSX,2509,0.1484,-0.0682,0.4629
VGLT,USPIX,2509,0.0876,-0.0724,0.4637
VGLT,USPSX,2509,0.0873,-0.0718,0.4653
VGLT,UTPIX,2509,0.0385,0.0796,0.4996
VGLT,UTPSX,2509,0.0388,0.0805,0.5012
VGLT,UUPIX,2509,-0.0874,0.0802,0.5152
VGLT,UUPSX,2509,-0.0874,0.0806,0.5152
VGLT,UVPIX,2509,0.0889,-0.0837,0.4721
VGLT,UVPSX,2509,0.0891,-0.0829,0.4713
VGLT,UWPIX,2509,0.1784,-0.0734,0.4637
VGLT,UWPSX,2509,0.1789,-0.0727,0.4657
VGLT,UXPIX,2509,0.091,-0.081,0.4761
VGLT,UXPSX,2509,0.0911,-0.0801,0.4761
VGLT,WCPIX,2509,-0.068,0.0535,0.4988
VGLT,WCPSX,2509,-0.068,0.0536,0.4976
VGSH,AFBIX,2483,-0.2121,-0.0407,0.4355
VGSH,AFBSX,2483,-0.1449,-0.0056,0.4335
VGSH,BIPIX,2509,-0.0179,0.0641,0.4645
VGSH,BIPSX,2509,-0.0185,0.0612,0.4657
VGSH,BITIX,1028,-0.0283,-0.028,0.4625
VGSH,BKPIX,2509,-0.1834,0.058,0.4581
VGSH,BKPSX,2509,-0.1832,0.0586,0.4573
VGSH,BLPIX,2509,-0.1067,0.0734,0.4597
VGSH,BLPSX,2509,-0.1057,0.0735,0.4565
VGSH,BMPIX,2509,-0.096,0.0618,0.4537
VGSH,BMPSX,2509,-0.0958,0.0624,0.4537
VGSH,BRPIX,2509,0.1038,-0.0742,0.4155
VGSH,BRPSX,2509,0.106,-0.0746,0.4175
VGSH,BTCFX,1254,0.067,0.0323,0.4469
VGSH,CNPIX,2509,-0.0331,0.0781,0.4553
VGSH,CNPSX,2509,-0.0323,0.079,0.4565
VGSH,CYPIX,2509,-0.0607,0.074,0.4589
VGSH,CYPSX,2509,-0.0605,0.074,0.4585
VGSH,ENPIX,2509,-0.1706,0.0188,0.4466
VGSH,ENPSX,2509,-0.1699,0.0194,0.4462
VGSH,ETHFX,356,0.0119,-0.0366,0.4563
VGSH,FDPIX,2509,0.3102,0.0066,0.4047
VGSH,FDPSX,2509,0.3223,0.0113,0.4031
VGSH,FNPIX,2509,-0.1553,0.0713,0.4581
VGSH,FNPSX,2509,-0.1549,0.0713,0.4577
VGSH,FYAIX,2483,0.2246,0.0422,0.4126
VGSH,FYASX,2483,0.2207,0.0435,0.4122
VGSH,GVPIX,2477,0.521,0.003,0.4394
VGSH,GVPSX,2477,0.5209,0.0026,0.441
VGSH,HCPIX,2509,-0.0523,0.0934,0.4817
VGSH,HCPSX,2509,-0.0517,0.0936,0.4805
VGSH,IDPIX,2509,-0.1059,0.056,0.4673
VGSH,IDPSX,2509,-0.1055,0.0564,0.4653
VGSH,INPIX,2509,-0.0565,0.0622,0.4625
VGSH,INPSX,2509,-0.0551,0.0618,0.4621
VGSH,LGPIX,2509,-0.0841,0.0622,0.4506
VGSH,LGPSX,2509,-0.0838,0.0628,0.4518
VGSH,LVPIX,2509,-0.126,0.0794,0.4633
VGSH,LVPSX,2509,-0.1256,0.0806,0.4637
VGSH,MDPIX,2509,-0.1004,0.0739,0.4549
VGSH,MDPSX,2509,-0.0993,0.0744,0.4549
VGSH,MGPIX,2509,-0.0859,0.0758,0.4657
VGSH,MGPSX,2509,-0.0836,0.0757,0.4645
VGSH,MLPIX,2509,-0.1094,0.0701,0.453
VGSH,MLPSX,2509,-0.1089,0.0705,0.453
VGSH,MPIXX,2509,,,0.0
VGSH,MPSXX,2509,,,0.0
VGSH,OEPIX,2509,-0.1748,0.0125,0.4382
VGSH,OEPSX,2509,-0.1748,0.013,0.4366
VGSH,OTPIX,2509,-0.0804,0.0609,0.4561
VGSH,OTPSX,2509,-0.0799,0.0617,0.4541
VGSH,PHPIX,2509,-0.048,0.0877,0.4633
VGSH,PHPSX,2509,-0.0477,0.088,0.4633
VGSH,PMPIX,2509,0.1891,0.0328,0.4394
VGSH,PMPSX,2509,0.1892,0.033,0.4394
VGSH,RDPIX,2509,-0.3169,-0.0222,0.4422
VGSH,RDPSX,2509,-0.3195,-0.0205,0.4426
VGSH,REPIX,2509,0.0835,0.0753,0.4641
VGSH,REPSX,2509,0.0824,0.0756,0.4629
VGSH,RRPIX,2477,-0.5192,-0.0067,0.4471
VGSH,RRPSX,2477,-0.5204,-0.0034,0.4467
VGSH,RTPIX,2477,-0.6549,-0.0179,0.4253
VGSH,RTPSX,2477,-0.6824,-0.0122,0.4237
VGSH,SGPIX,2509,-0.0877,0.074,0.4581
VGSH,SGPSX,2509,-0.0874,0.0741,0.4577
VGSH,SHPIX,2509,0.099,-0.0746,0.4306
VGSH,SHPSX,2509,0.0999,-0.0745,0.4302
VGSH,SLPIX,2509,-0.0844,0.0682,0.4569
VGSH,SLPSX,2509,-0.0841,0.0682,0.4573
VGSH,SMPIX,2509,-0.0947,0.0457,0.4557
VGSH,SMPSX,2509,-0.0946,0.0478,0.453
VGSH,SNPIX,2509,0.168,-0.0224,0.4446
VGSH,SNPSX,2509,0.1686,-0.0217,0.4426
VGSH,SOPIX,2509,0.0785,-0.0645,0.4222
VGSH,SOPSX,2509,0.0792,-0.0651,0.4211
VGSH,SPPIX,2509,-0.1864,-0.0376,0.449
VGSH,SPPSX,2509,-0.188,-0.0366,0.4506
VGSH,SRPIX,2509,-0.0837,-0.0793,0.4119
VGSH,SRPSX,2509,-0.0824,-0.0784,0.4099
VGSH,SVPIX,2509,-0.1008,0.0634,0.453
VGSH,SVPSX,2509,-0.1006,0.0633,0.4537
VGSH,TEPIX,2509,-0.0849,0.0531,0.4605
VGSH,TEPSX,2509,-0.0855,0.054,0.4601
VGSH,UAPIX,2509,-0.0831,0.0658,0.4573
VGSH,UAPSX,2509,-0.0828,0.0661,0.4569
VGSH,UBPIX,2509,-0.0794,0.0206,0.433
VGSH,UBPSX,2509,-0.0787,0.021,0.4334
VGSH,UCPIX,2509,0.0824,-0.0682,0.4346
VGSH,UCPSX,2509,0.0834,-0.0687,0.4338
VGSH,UDPIX,2509,-0.1197,0.0771,0.4661
VGSH,UDPSX,2509,-0.1192,0.078,0.4649
VGSH,UEPIX,2509,-0.0983,0.0806,0.443
VGSH,UEPSX,2509,-0.0973,0.079,0.4438
VGSH,UFPIX,2509,0.0768,-0.0226,0.4557
VGSH,UFPSX,2509,0.0773,-0.0221,0.4553
VGSH,UGPIX,2509,-0.0541,0.0295,0.4625
VGSH,UGPSX,2509,-0.0546,0.0297,0.4617
VGSH,UHPIX,2509,0.0525,-0.0299,0.4246
VGSH,UHPSX,2509,0.0529,-0.0306,0.4238
VGSH,UIPIX,2509,0.0999,-0.0741,0.437
VGSH,UIPSX,2509,0.1009,-0.0741,0.4362
VGSH,UJPIX,2509,-0.1936,0.07,0.4629
VGSH,UJPSX,2509,-0.191,0.0724,0.4621
VGSH,UKPIX,2509,0.1942,-0.0613,0.4242
VGSH,UKPSX,2509,0.1944,-0.0588,0.4262
VGSH,ULPIX,2509,-0.1066,0.0745,0.4609
VGSH,ULPSX,2509,-0.1054,0.0749,0.4609
VGSH,UMPIX,2509,-0.1013,0.0729,0.4545
VGSH,UMPSX,2509,-0.1009,0.0734,0.4553
VGSH,UNPIX,2509,-0.0402,0.068,0.4518
VGSH,UNPSX,2509,-0.0394,0.0676,0.4502
VGSH,UOPIX,2509,-0.0787,0.0657,0.4633
VGSH,UOPSX,2509,-0.0775,0.0674,0.4625
VGSH,URPIX,2509,0.1066,-0.0701,0.4242
VGSH,URPSX,2509,0.1076,-0.0692,0.4258
VGSH,USPIX,2509,0.0803,-0.0622,0.4298
VGSH,USPSX,2509,0.0803,-0.0614,0.431
VGSH,UTPIX,2509,0.0824,0.0512,0.4561
VGSH,UTPSX,2509,0.0831,0.0522,0.4585
VGSH,UUPIX,2509,-0.0772,0.0467,0.4561
VGSH,UUPSX,2509,-0.077,0.0471,0.4573
VGSH,UVPIX,2509,0.0763,-0.0493,0.4394
VGSH,UVPSX,2509,0.077,-0.0487,0.439
VGSH,UWPIX,2509,0.1191,-0.0774,0.4222
VGSH,UWPSX,2509,0.1198,-0.0773,0.4207
VGSH,UXPIX,2509,0.0403,-0.0699,0.4326
VGSH,UXPSX,2509,0.0404,-0.0684,0.433
VGSH,WCPIX,2509,-0.0334,0.0529,0.4569
VGSH,WCPSX,2509,-0.0333,0.0532,0.4565
VMBS,AFBIX,2483,-0.4521,0.0106,0.4718
VMBS,AFBSX,2483,-0.2853,0.0217,0.4702
VMBS,BIPIX,2509,0.161,0.0091,0.4844
VMBS,BIPSX,2509,0.1541,0.0075,0.4864
VMBS,BITIX,1028,-0.0734,0.014,0.5063
VMBS,BKPIX,2509,0.0439,-0.0013,0.49
VMBS,BKPSX,2509,0.044,-0.0006,0.4892
VMBS,BLPIX,2509,0.1506,0.0103,0.4868
VMBS,BLPSX,2509,0.1498,0.0109,0.4848
VMBS,BMPIX,2509,0.1514,0.0183,0.4928
VMBS,BMPSX,2509,0.1512,0.0189,0.4924
VMBS,BRPIX,2509,-0.1499,-0.0124,0.4482
VMBS,BRPSX,2509,-0.1492,-0.012,0.4494
VMBS,BTCFX,1254,0.0885,0.005,0.4717
VMBS,CNPIX,2509,0.1826,0.0184,0.492
VMBS,CNPSX,2509,0.183,0.0195,0.4928
VMBS,CYPIX,2509,0.187,0.0054,0.4888
VMBS,CYPSX,2509,0.1868,0.0056,0.4884
VMBS,ENPIX,2509,0.0158,-0.0105,0.4657
VMBS,ENPSX,2509,0.0165,-0.0102,0.4657
VMBS,ETHFX,356,0.1466,-0.0563,0.4648
VMBS,FDPIX,2509,0.3298,0.0457,0.4426
VMBS,FDPSX,2509,0.3388,0.0512,0.4418
VMBS,FNPIX,2509,0.0997,0.0131,0.4956
VMBS,FNPSX,2509,0.0996,0.0136,0.496
VMBS,FYAIX,2483,0.4499,-0.0012,0.4396
VMBS,FYASX,2483,0.457,-0.0049,0.4384
VMBS,GVPIX,2477,0.6443,0.0322,0.4616
VMBS,GVPSX,2477,0.6443,0.0321,0.4628
VMBS,HCPIX,2509,0.142,0.0463,0.4992
VMBS,HCPSX,2509,0.1419,0.0466,0.4988
VMBS,IDPIX,2509,0.1442,0.0115,0.4976
VMBS,IDPSX,2509,0.1449,0.0113,0.4956
VMBS,INPIX,2509,0.1546,-0.0014,0.498
VMBS,INPSX,2509,0.1532,-0.0012,0.4976
VMBS,LGPIX,2509,0.149,-0.0005,0.4876
VMBS,LGPSX,2509,0.1491,0.0,0.4852
VMBS,LVPIX,2509,0.1407,0.0207,0.4908
VMBS,LVPSX,2509,0.1406,0.0215,0.4912
VMBS,MDPIX,2509,0.1714,0.0142,0.4956
VMBS,MDPSX,2509,0.1713,0.0148,0.496
VMBS,MGPIX,2509,0.1746,0.0117,0.502
VMBS,MGPSX,2509,0.1715,0.0119,0.5016
VMBS,MLPIX,2509,0.1592,0.0132,0.4908
VMBS,MLPSX,2509,0.1587,0.0141,0.49
VMBS,MPIXX,2509,,,0.0
VMBS,MPSXX,2509,,,0.0
VMBS,OEPIX,2509,0.0117,-0.0253,0.4617
VMBS,OEPSX,2509,0.0121,-0.0254,0.4597
VMBS,OTPIX,2509,0.1472,-0.0078,0.4908
VMBS,OTPSX,2509,0.1477,-0.0074,0.4912
VMBS,PHPIX,2509,0.1447,0.0421,0.4868
VMBS,PHPSX,2509,0.1449,0.0424,0.4864
VMBS,PMPIX,2509,0.2916,0.0307,0.4697
VMBS,PMPSX,2509,0.2915,0.031,0.4693
VMBS,RDPIX,2509,-0.3202,-0.0657,0.4577
VMBS,RDPSX,2509,-0.3244,-0.0632,0.4589
VMBS,REPIX,2509,0.287,0.0441,0.5004
VMBS,REPSX,2509,0.2864,0.0442,0.4996
VMBS,RRPIX,2477,-0.6388,-0.0371,0.4891
VMBS,RRPSX,2477,-0.6438,-0.0325,0.4879
VMBS,RTPIX,2477,-0.7155,-0.045,0.4624
VMBS,RTPSX,2477,-0.7514,-0.0387,0.4608
VMBS,SGPIX,2509,0.166,0.0123,0.4928
VMBS,SGPSX,2509,0.1658,0.0129,0.494
VMBS,SHPIX,2509,-0.1601,-0.0172,0.4581
VMBS,SHPSX,2509,-0.1594,-0.0176,0.4573
VMBS,SLPIX,2509,0.1755,0.0073,0.4896
VMBS,SLPSX,2509,0.1759,0.0073,0.49
VMBS,SMPIX,2509,0.0964,-0.0059,0.488
VMBS,SMPSX,2509,0.0954,-0.0052,0.4864
VMBS,SNPIX,2509,-0.0162,0.0073,0.4872
VMBS,SNPSX,2509,-0.0158,0.0081,0.4844
VMBS,SOPIX,2509,-0.1427,0.002,0.4462
VMBS,SOPSX,2509,-0.143,0.0024,0.4446
VMBS,SPPIX,2509,-0.2849,-0.038,0.4821
VMBS,SPPSX,2509,-0.2867,-0.0368,0.4817
VMBS,SRPIX,2509,-0.2849,-0.0502,0.4342
VMBS,SRPSX,2509,-0.2848,-0.0506,0.433
VMBS,SVPIX,2509,0.154,0.0091,0.488
VMBS,SVPSX,2509,0.1531,0.0094,0.4888
VMBS,TEPIX,2509,0.1322,-0.0109,0.4964
VMBS,TEPSX,2509,0.1314,-0.0103,0.4972
VMBS,UAPIX,2509,0.173,0.0104,0.4908
VMBS,UAPSX,2509,0.1733,0.0105,0.4904
VMBS,UBPIX,2509,0.1461,-0.0178,0.4597
VMBS,UBPSX,2509,0.1464,-0.0175,0.4605
VMBS,UCPIX,2509,-0.1765,-0.0081,0.4617
VMBS,UCPSX,2509,-0.1765,-0.008,0.4617
VMBS,UDPIX,2509,0.14,0.0125,0.4984
VMBS,UDPSX,2509,0.1403,0.0128,0.4984
VMBS,UEPIX,2509,0.1484,0.0373,0.4673
VMBS,UEPSX,2509,0.1508,0.0367,0.4661
VMBS,UFPIX,2509,-0.1492,0.0162,0.4892
VMBS,UFPSX,2509,-0.1492,0.017,0.4892
VMBS,UGPIX,2509,0.0948,0.0195,0.4904
VMBS,UGPSX,2509,0.0942,0.0202,0.488
VMBS,UHPIX,2509,-0.0945,-0.0207,0.4577
VMBS,UHPSX,2509,-0.0949,-0.0206,0.4565
VMBS,UIPIX,2509,-0.1723,-0.0138,0.4581
VMBS,UIPSX,2509,-0.1719,-0.0133,0.4549
VMBS,UJPIX,2509,0.0323,0.0135,0.496
VMBS,UJPSX,2509,0.0317,0.0141,0.4944
VMBS,UKPIX,2509,-0.0333,-0.0107,0.4537
VMBS,UKPSX,2509,-0.0341,-0.0089,0.4541
VMBS,ULPIX,2509,0.1531,0.0112,0.488
VMBS,ULPSX,2509,0.153,0.0116,0.4884
VMBS,UMPIX,2509,0.1729,0.0123,0.4956
VMBS,UMPSX,2509,0.1734,0.0123,0.496
VMBS,UNPIX,2509,0.2189,0.0321,0.4809
VMBS,UNPSX,2509,0.2188,0.0325,0.4789
VMBS,UOPIX,2509,0.147,-0.0042,0.5008
VMBS,UOPSX,2509,0.1467,-0.0035,0.5004
VMBS,URPIX,2509,-0.154,-0.0077,0.4577
